gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,num_addon_services,avg_monthly_spend,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4-5yr,tenure_group_5yr+
1,0,1,0,8,0,0,56.3,401.5,2,50.1875,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,5,0,1,70.0,347.4,3,69.47999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False
1,0,0,1,39,0,0,20.15,826.0,0,21.17948717948718,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False
0,0,0,1,24,0,1,79.85,2001.0,1,83.375,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
0,0,1,0,23,0,0,24.35,538.5,0,23.41304347826087,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
1,1,0,1,8,0,0,85.2,695.75,1,86.96875,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,55,0,1,64.2,3627.3,3,65.9509090909091,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
0,0,1,0,1,0,1,68.5,68.5,0,68.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,23,0,0,60.0,1347.15,2,58.571739130434786,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,1,1,4,0,1,91.65,365.4,2,91.35,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,54,0,1,94.1,5060.9,3,93.72037037037036,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False
1,1,0,1,65,0,1,95.45,6223.3,3,95.74307692307693,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,39,1,1,25.25,947.75,0,24.30128205128205,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,1,1,51,0,1,111.55,5720.35,5,112.16372549019609,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False
1,0,0,1,16,0,1,63.05,1067.05,1,66.690625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,0,37,0,1,95.15,3532.85,3,95.48243243243243,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,1,0,59,0,1,76.45,4519.5,4,76.60169491525424,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
1,1,1,0,48,0,1,104.5,5068.05,5,105.58437500000001,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,0,65,0,1,74.8,4820.15,4,74.15615384615384,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,0,1,0,24,0,0,19.9,533.5,0,22.229166666666668,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
1,0,0,1,8,0,0,66.05,574.5,3,71.8125,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,1,22,0,1,78.85,1600.25,1,72.73863636363636,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0,0,1,10,0,0,62.25,612.95,3,61.295,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,65,0,1,109.15,6941.2,5,106.78769230769231,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
1,0,1,1,23,0,0,90.15,2044.95,2,88.9108695652174,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,0,0,1,27,0,0,53.45,1461.45,2,54.12777777777778,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,0,1,24,0,0,20.45,527.35,0,21.972916666666666,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,0,1,1,0,1,48.6,48.6,1,48.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,1,1,63,0,0,99.7,6330.4,4,100.48253968253968,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True
0,0,1,0,60,0,0,60.5,3694.45,3,61.57416666666666,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,31,1,1,49.85,1520.1,4,49.03548387096774,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
1,0,1,0,72,1,0,53.65,3784.0,4,52.55555555555556,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
0,0,1,0,22,0,0,20.25,488.25,0,22.193181818181817,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False
1,1,0,1,7,0,1,64.95,493.65,3,70.52142857142857,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,4,0,0,45.25,155.35,0,38.8375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,5,0,0,25.45,134.75,0,26.95,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,1,23,0,1,79.1,1783.75,2,77.55434782608695,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0,1,0,8,0,0,19.6,125.0,0,15.625,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False
1,0,0,1,9,0,0,69.05,651.5,0,72.38888888888889,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,23,0,1,95.1,2326.05,3,101.13260869565218,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,1,0,72,0,0,69.85,5102.35,4,70.86597222222223,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,1,25,0,0,70.95,1767.35,0,70.694,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,0,15,1,1,30.2,469.65,1,31.31,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,7,0,0,54.85,370.4,1,52.91428571428571,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,0,1,53.55,53.55,1,53.55,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0,1,1,1,7,0,1,95.6,644.35,2,92.05,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,48,0,1,99.7,4977.2,4,103.69166666666666,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
1,0,1,0,69,0,1,108.75,7493.05,5,108.59492753623189,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True
0,1,1,0,56,0,1,104.55,5794.65,4,103.47589285714285,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
0,1,0,1,3,0,1,79.9,260.9,1,86.96666666666665,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,40,0,0,67.45,2731.0,3,68.275,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,0,1,6,0,0,19.55,124.45,0,20.741666666666667,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
1,0,0,1,61,0,1,106.6,6428.4,4,105.38360655737705,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1,1,1,1,0,1,86.05,86.05,1,86.05,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,27,0,0,55.45,1477.65,2,54.72777777777778,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,0,1,1,43,0,0,86.45,3574.5,5,83.12790697674419,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False
1,1,0,1,20,0,1,61.6,1174.35,1,58.717499999999994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,0,1,1,17,0,0,92.6,1579.7,2,92.9235294117647,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
0,0,0,1,6,0,1,69.1,435.0,0,72.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,41,1,0,35.45,1391.65,2,33.94268292682927,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
0,0,0,1,1,0,0,79.9,79.9,1,79.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,1,1,0,1,69.6,69.6,0,69.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,13,1,1,25.15,331.85,0,25.52692307692308,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,1,52,0,1,105.0,5426.85,5,104.36250000000001,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False
1,0,0,1,5,0,0,50.55,244.75,1,48.95,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,72,0,1,90.6,6441.85,6,89.4701388888889,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,1,25,0,0,54.1,1373.0,1,54.92,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0,1,66,0,1,104.55,6779.05,5,102.7128787878788,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,56,0,1,24.8,1424.2,0,25.432142857142857,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1,0,0,1,6,0,1,99.95,547.65,4,91.27499999999999,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,1,0,60,1,0,59.85,3590.2,5,59.836666666666666,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False
0,1,0,1,48,0,1,99.0,4744.35,3,98.840625,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
0,0,1,0,27,0,1,54.75,1510.3,2,55.93703703703704,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0,1,0,72,0,1,106.1,7548.6,5,104.84166666666667,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True
1,0,0,1,38,0,1,66.15,2522.4,3,66.37894736842105,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,1,4,0,1,100.2,420.2,3,105.05,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,4,0,0,19.55,68.8,0,17.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False
1,0,1,0,42,0,1,94.45,3923.8,3,93.42380952380952,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0,0,0,1,46,0,1,94.9,4422.95,3,96.15108695652174,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0,0,1,1,40,1,1,42.35,1716.45,3,42.91125,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,0,1,0,31,0,1,81.15,2545.75,5,82.12096774193549,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False
1,0,1,0,30,0,1,107.5,3242.5,5,108.08333333333333,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,1,1,13,0,1,65.85,902.25,2,69.40384615384616,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,1,1,1,14,0,0,19.65,228.65,0,16.33214285714286,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
1,0,0,1,10,0,1,19.3,185.2,0,18.52,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,1,0,1,30,0,1,69.1,2093.9,3,69.79666666666667,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
0,1,0,1,35,0,0,91.0,3180.5,2,90.87142857142857,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,0,1,1,32,0,1,79.25,2619.15,1,81.8484375,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0,0,1,2,0,1,75.7,189.2,1,94.6,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,35,0,0,19.9,666.0,0,19.02857142857143,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
0,0,1,0,27,0,0,100.75,2793.55,4,103.46481481481482,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,1,0,72,0,0,24.75,1859.1,0,25.820833333333333,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True
0,0,0,0,1,0,1,19.2,19.2,0,19.2,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,1,1,0,0,43.95,43.95,0,43.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,1,64,0,1,100.3,6603.8,4,103.184375,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True
1,0,0,1,19,0,1,56.1,1033.9,1,54.415789473684214,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,0,0,0,4,0,1,49.4,184.4,1,46.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,1,0,1,69.6,69.6,0,69.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,34,0,0,65.0,2157.5,2,63.455882352941174,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0,1,1,72,1,1,49.2,3580.95,4,49.735416666666666,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
0,0,1,0,70,0,1,116.55,8152.3,6,116.46142857142857,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,1,66,0,0,66.9,4370.25,3,66.2159090909091,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,1,69,0,1,108.4,7318.2,5,106.06086956521739,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,0,15,0,0,64.85,950.75,3,63.38333333333333,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
1,0,0,1,70,0,1,111.15,7737.55,5,110.53642857142857,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
1,0,0,1,66,0,1,25.15,1683.6,0,25.509090909090908,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True
1,1,0,1,42,0,1,84.65,3541.35,1,84.31785714285714,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,1,0,3,0,1,80.7,239.45,1,79.81666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,31,0,1,103.45,3066.45,4,98.91774193548386,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
1,0,0,1,42,1,1,54.75,2348.45,5,55.915476190476184,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
0,0,0,1,3,0,1,98.7,293.65,4,97.88333333333333,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,63,0,0,20.5,1328.15,0,21.081746031746032,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,0,1,1,50,0,0,20.55,1067.65,0,21.353,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
0,0,0,1,1,0,1,69.9,69.9,0,69.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,64,0,1,96.9,6314.35,4,98.66171875,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True
0,0,1,1,17,0,0,64.8,1175.6,3,69.15294117647058,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False
0,0,1,0,48,0,1,55.8,2651.2,2,55.23333333333333,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,1,1,38,1,1,60.0,2193.2,5,57.715789473684204,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,0,0,15,0,0,55.2,864.55,2,57.63666666666666,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
1,0,1,0,28,0,1,70.4,1992.2,0,71.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,1,0,72,0,0,111.95,8033.1,6,111.57083333333334,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,1,0,42,1,0,48.15,2032.3,4,48.38809523809524,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False
1,0,0,1,1,0,0,20.5,20.5,0,20.5,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,0,0,31,0,1,86.55,2697.4,1,87.01290322580645,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
0,1,1,1,44,1,1,30.35,1359.7,1,30.902272727272727,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,0,0,1,11,0,0,53.8,651.55,2,59.23181818181818,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,0,1,6,0,1,55.0,340.4,1,56.73333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,68,0,0,101.35,7110.75,4,104.56985294117646,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
0,0,1,0,62,0,1,81.45,4983.05,2,80.37177419354839,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1,0,1,1,21,0,1,103.9,2254.2,4,107.34285714285713,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,0,0,0,73.35,0.0,4,0.0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,0,1,9,0,1,83.85,790.15,1,87.79444444444444,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,1,1,69,0,1,112.55,7806.5,6,113.1376811594203,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,1,7,0,0,20.75,141.1,0,20.157142857142855,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
1,0,1,1,67,0,1,111.25,7511.65,5,112.1141791044776,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True
1,0,1,0,45,0,1,54.15,2319.8,2,51.55111111111111,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
0,1,1,1,17,0,1,94.8,1563.9,2,91.99411764705883,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
1,0,0,1,35,0,0,21.1,741.0,0,21.17142857142857,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
1,1,0,1,3,0,1,86.85,220.95,2,73.64999999999999,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,12,0,1,86.55,1066.9,1,88.90833333333335,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,0,0,1,34,1,1,25.05,852.7,0,25.079411764705885,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,1,56,0,1,105.6,6068.65,5,108.36874999999999,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False
0,1,1,1,7,0,1,89.0,605.45,2,86.49285714285715,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,0,1,1,0,1,25.7,25.7,0,25.7,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,1,53,0,0,20.25,1048.45,0,19.782075471698114,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1,1,1,1,42,0,1,105.2,4599.15,4,109.50357142857142,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False
0,0,0,1,52,0,0,91.25,4738.3,3,91.12115384615385,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False
1,0,1,1,72,0,1,117.15,8529.5,6,118.46527777777777,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,0,1,0,2,1,1,24.4,36.55,0,18.275,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,0,1,2,0,0,79.55,151.75,1,75.875,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,52,0,0,101.25,5301.1,3,101.94423076923077,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
0,0,1,1,6,0,0,25.1,171.0,0,28.5,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,1,1,72,0,0,115.8,8332.15,6,115.72430555555555,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
1,1,0,1,1,0,1,91.3,91.3,2,91.3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,0,1,50,0,1,109.65,5551.15,5,111.023,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,0,1,68,0,1,82.45,5646.6,6,83.03823529411765,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True
0,0,1,1,1,0,1,69.15,69.15,0,69.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,1,3,0,0,60.65,196.9,2,65.63333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,0,1,1,22,0,1,59.75,1374.35,2,62.470454545454544,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
1,0,1,0,72,0,1,79.5,5661.7,5,78.63472222222222,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,1,0,64,0,0,19.8,1336.65,0,20.88515625,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,1,6,0,0,20.6,116.6,0,19.433333333333334,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,1,0,68,0,1,19.95,1303.25,0,19.165441176470587,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,1,66,0,1,104.25,6860.6,4,103.94848484848485,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True
1,1,0,1,1,0,0,78.45,78.45,1,78.45,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,0,0,1,6,0,1,89.5,573.3,2,95.55,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,0,1,3,0,1,70.4,204.7,0,68.23333333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
